asm|cpu|synth|const|ops
ld a, (bc)|z80_strict|_||0A
ld a, (bc)|z80n|_||0A
ld a, (bc)|z80n_strict|_||0A
ld a, (bc+)|8080|X||0A;03
ld a, (bc+)|8085|X||0A;03
ld a, (bc+)|ez80|X||0A;03
ld a, (bc+)|ez80_z80|X||0A;03
ld a, (bc+)|gbz80|X||0A;03
ld a, (bc+)|kc160|X||0A;03
ld a, (bc+)|kc160_z80|X||0A;03
ld a, (bc+)|r2ka|X||0A;03
ld a, (bc+)|r3k|X||0A;03
ld a, (bc+)|r4k|X||0A;03
ld a, (bc+)|r5k|X||0A;03
ld a, (bc+)|r6k|X||0A;03
ld a, (bc+)|r800|X||0A;03
ld a, (bc+)|z180|X||0A;03
ld a, (bc+)|z80|X||0A;03
ld a, (bc+)|z80n|X||0A;03
ld a, (bc-)|8080|X||0A;0B
ld a, (bc-)|8085|X||0A;0B
ld a, (bc-)|ez80|X||0A;0B
ld a, (bc-)|ez80_z80|X||0A;0B
ld a, (bc-)|gbz80|X||0A;0B
ld a, (bc-)|kc160|X||0A;0B
ld a, (bc-)|kc160_z80|X||0A;0B
ld a, (bc-)|r2ka|X||0A;0B
ld a, (bc-)|r3k|X||0A;0B
ld a, (bc-)|r4k|X||0A;0B
ld a, (bc-)|r5k|X||0A;0B
ld a, (bc-)|r6k|X||0A;0B
ld a, (bc-)|r800|X||0A;0B
ld a, (bc-)|z180|X||0A;0B
ld a, (bc-)|z80|X||0A;0B
ld a, (bc-)|z80n|X||0A;0B
ld a, (c)|gbz80|_||F2
ld a, (c)|gbz80_strict|_||F2
ld a, (de)|8080|_||1A
ld a, (de)|8085|_||1A
ld a, (de)|ez80|_||1A
ld a, (de)|ez80_strict|_||1A
ld a, (de)|ez80_z80|_||1A
ld a, (de)|ez80_z80_strict|_||1A
ld a, (de)|gbz80|_||1A
ld a, (de)|gbz80_strict|_||1A
ld a, (de)|kc160|_||1A
ld a, (de)|kc160_strict|_||1A
ld a, (de)|kc160_z80|_||1A
ld a, (de)|kc160_z80_strict|_||1A
ld a, (de)|r2ka|_||1A
ld a, (de)|r2ka_strict|_||1A
ld a, (de)|r3k|_||1A
ld a, (de)|r3k_strict|_||1A
ld a, (de)|r4k|_||1A
ld a, (de)|r4k_strict|_||1A
ld a, (de)|r5k|_||1A
ld a, (de)|r5k_strict|_||1A
ld a, (de)|r6k|_||1A
ld a, (de)|r6k_strict|_||1A
ld a, (de)|r800|_||1A
ld a, (de)|r800_strict|_||1A
ld a, (de)|z180|_||1A
ld a, (de)|z180_strict|_||1A
ld a, (de)|z80|_||1A
ld a, (de)|z80_strict|_||1A
ld a, (de)|z80n|_||1A
ld a, (de)|z80n_strict|_||1A
ld a, (de+)|8080|X||1A;13
ld a, (de+)|8085|X||1A;13
ld a, (de+)|ez80|X||1A;13
ld a, (de+)|ez80_z80|X||1A;13
ld a, (de+)|gbz80|X||1A;13
ld a, (de+)|kc160|X||1A;13
ld a, (de+)|kc160_z80|X||1A;13
ld a, (de+)|r2ka|X||1A;13
ld a, (de+)|r3k|X||1A;13
ld a, (de+)|r4k|X||1A;13
ld a, (de+)|r5k|X||1A;13
ld a, (de+)|r6k|X||1A;13
ld a, (de+)|r800|X||1A;13
ld a, (de+)|z180|X||1A;13
ld a, (de+)|z80|X||1A;13
ld a, (de+)|z80n|X||1A;13
ld a, (de-)|8080|X||1A;1B
ld a, (de-)|8085|X||1A;1B
ld a, (de-)|ez80|X||1A;1B
ld a, (de-)|ez80_z80|X||1A;1B
ld a, (de-)|gbz80|X||1A;1B
ld a, (de-)|kc160|X||1A;1B
ld a, (de-)|kc160_z80|X||1A;1B
ld a, (de-)|r2ka|X||1A;1B
ld a, (de-)|r3k|X||1A;1B
ld a, (de-)|r4k|X||1A;1B
ld a, (de-)|r5k|X||1A;1B
ld a, (de-)|r6k|X||1A;1B
ld a, (de-)|r800|X||1A;1B
ld a, (de-)|z180|X||1A;1B
ld a, (de-)|z80|X||1A;1B
ld a, (de-)|z80n|X||1A;1B
ld a, (hl)|8080|_||7E
ld a, (hl)|8085|_||7E
ld a, (hl)|ez80|_||7E
ld a, (hl)|ez80_strict|_||7E
ld a, (hl)|ez80_z80|_||7E
ld a, (hl)|ez80_z80_strict|_||7E
ld a, (hl)|gbz80|_||7E
ld a, (hl)|gbz80_strict|_||7E
ld a, (hl)|kc160|_||7E
ld a, (hl)|kc160_strict|_||7E
ld a, (hl)|kc160_z80|_||7E
ld a, (hl)|kc160_z80_strict|_||7E
ld a, (hl)|r2ka|_||7E
ld a, (hl)|r2ka_strict|_||7E
ld a, (hl)|r3k|_||7E
ld a, (hl)|r3k_strict|_||7E
ld a, (hl)|r4k|_||7E
ld a, (hl)|r4k_strict|_||7E
ld a, (hl)|r5k|_||7E
ld a, (hl)|r5k_strict|_||7E
ld a, (hl)|r6k|_||7E
ld a, (hl)|r6k_strict|_||7E
ld a, (hl)|r800|_||7E
ld a, (hl)|r800_strict|_||7E
ld a, (hl)|z180|_||7E
ld a, (hl)|z180_strict|_||7E
ld a, (hl)|z80|_||7E
ld a, (hl)|z80_strict|_||7E
ld a, (hl)|z80n|_||7E
ld a, (hl)|z80n_strict|_||7E
ld a, (hl+)|8080|X||7E;23
ld a, (hl+)|8085|X||7E;23
ld a, (hl+)|ez80|X||7E;23
ld a, (hl+)|ez80_z80|X||7E;23
ld a, (hl+)|gbz80|_||2A
ld a, (hl+)|gbz80_strict|_||2A
ld a, (hl+)|kc160|X||7E;23
ld a, (hl+)|kc160_z80|X||7E;23
ld a, (hl+)|r2ka|X||7E;23
ld a, (hl+)|r3k|X||7E;23
ld a, (hl+)|r4k|X||7E;23
ld a, (hl+)|r5k|X||7E;23
ld a, (hl+)|r6k|X||7E;23
ld a, (hl+)|r800|X||7E;23
ld a, (hl+)|z180|X||7E;23
ld a, (hl+)|z80|X||7E;23
ld a, (hl+)|z80n|X||7E;23
ld a, (hl-)|8080|X||7E;2B
ld a, (hl-)|8085|X||7E;2B
ld a, (hl-)|ez80|X||7E;2B
ld a, (hl-)|ez80_z80|X||7E;2B
ld a, (hl-)|gbz80|_||3A
ld a, (hl-)|gbz80_strict|_||3A
ld a, (hl-)|kc160|X||7E;2B
ld a, (hl-)|kc160_z80|X||7E;2B
ld a, (hl-)|r2ka|X||7E;2B
ld a, (hl-)|r3k|X||7E;2B
ld a, (hl-)|r4k|X||7E;2B
ld a, (hl-)|r5k|X||7E;2B
ld a, (hl-)|r6k|X||7E;2B
ld a, (hl-)|r800|X||7E;2B
ld a, (hl-)|z180|X||7E;2B
ld a, (hl-)|z80|X||7E;2B
ld a, (hl-)|z80n|X||7E;2B
ld a, (hld)|8080|X||7E;2B
ld a, (hld)|8085|X||7E;2B
ld a, (hld)|ez80|X||7E;2B
ld a, (hld)|ez80_z80|X||7E;2B
ld a, (hld)|gbz80|_||3A
ld a, (hld)|gbz80_strict|_||3A
ld a, (hld)|kc160|X||7E;2B
ld a, (hld)|kc160_z80|X||7E;2B
ld a, (hld)|r2ka|X||7E;2B
ld a, (hld)|r3k|X||7E;2B
ld a, (hld)|r4k|X||7E;2B
ld a, (hld)|r5k|X||7E;2B
ld a, (hld)|r6k|X||7E;2B
ld a, (hld)|r800|X||7E;2B
ld a, (hld)|z180|X||7E;2B
ld a, (hld)|z80|X||7E;2B
ld a, (hld)|z80n|X||7E;2B
ld a, (hli)|8080|X||7E;23
ld a, (hli)|8085|X||7E;23
ld a, (hli)|ez80|X||7E;23
ld a, (hli)|ez80_z80|X||7E;23
ld a, (hli)|gbz80|_||2A
ld a, (hli)|gbz80_strict|_||2A
ld a, (hli)|kc160|X||7E;23
ld a, (hli)|kc160_z80|X||7E;23
ld a, (hli)|r2ka|X||7E;23
ld a, (hli)|r3k|X||7E;23
ld a, (hli)|r4k|X||7E;23
ld a, (hli)|r5k|X||7E;23
ld a, (hli)|r6k|X||7E;23
ld a, (hli)|r800|X||7E;23
ld a, (hli)|z180|X||7E;23
ld a, (hli)|z80|X||7E;23
ld a, (hli)|z80n|X||7E;23
ld a, (ix)|ez80|_||DD 7E 00
ld a, (ix)|ez80_strict|_||DD 7E 00
ld a, (ix)|ez80_z80|_||DD 7E 00
ld a, (ix)|ez80_z80_strict|_||DD 7E 00
ld a, (ix)|kc160|_||DD 7E 00
ld a, (ix)|kc160_strict|_||DD 7E 00
ld a, (ix)|kc160_z80|_||DD 7E 00
ld a, (ix)|kc160_z80_strict|_||DD 7E 00
ld a, (ix)|r2ka|_||DD 7E 00
ld a, (ix)|r2ka_strict|_||DD 7E 00
ld a, (ix)|r3k|_||DD 7E 00
ld a, (ix)|r3k_strict|_||DD 7E 00
ld a, (ix)|r4k|_||DD 7E 00
ld a, (ix)|r4k_strict|_||DD 7E 00
ld a, (ix)|r5k|_||DD 7E 00
ld a, (ix)|r5k_strict|_||DD 7E 00
ld a, (ix)|r6k|_||DD 7E 00
ld a, (ix)|r6k_strict|_||DD 7E 00
ld a, (ix)|r800|_||DD 7E 00
ld a, (ix)|r800_strict|_||DD 7E 00
ld a, (ix)|z180|_||DD 7E 00
ld a, (ix)|z180_strict|_||DD 7E 00
ld a, (ix)|z80|_||DD 7E 00
ld a, (ix)|z80_strict|_||DD 7E 00
ld a, (ix)|z80n|_||DD 7E 00
ld a, (ix)|z80n_strict|_||DD 7E 00
ld a, (ix+%d)|ez80|_||DD 7E %d
ld a, (ix+%d)|ez80_strict|_||DD 7E %d
ld a, (ix+%d)|ez80_z80|_||DD 7E %d
ld a, (ix+%d)|ez80_z80_strict|_||DD 7E %d
ld a, (ix+%d)|kc160|_||DD 7E %d
ld a, (ix+%d)|kc160_strict|_||DD 7E %d
ld a, (ix+%d)|kc160_z80|_||DD 7E %d
ld a, (ix+%d)|kc160_z80_strict|_||DD 7E %d
ld a, (ix+%d)|r2ka|_||DD 7E %d
ld a, (ix+%d)|r2ka_strict|_||DD 7E %d
ld a, (ix+%d)|r3k|_||DD 7E %d
ld a, (ix+%d)|r3k_strict|_||DD 7E %d
ld a, (ix+%d)|r4k|_||DD 7E %d
ld a, (ix+%d)|r4k_strict|_||DD 7E %d
ld a, (ix+%d)|r5k|_||DD 7E %d
ld a, (ix+%d)|r5k_strict|_||DD 7E %d
ld a, (ix+%d)|r6k|_||DD 7E %d
ld a, (ix+%d)|r6k_strict|_||DD 7E %d
ld a, (ix+%d)|r800|_||DD 7E %d
ld a, (ix+%d)|r800_strict|_||DD 7E %d
ld a, (ix+%d)|z180|_||DD 7E %d
ld a, (ix+%d)|z180_strict|_||DD 7E %d
ld a, (ix+%d)|z80|_||DD 7E %d
ld a, (ix+%d)|z80_strict|_||DD 7E %d
ld a, (ix+%d)|z80n|_||DD 7E %d
ld a, (ix+%d)|z80n_strict|_||DD 7E %d
ld a, (ix+a)|r4k|_||DD 06
ld a, (ix+a)|r4k_strict|_||DD 06
ld a, (ix+a)|r5k|_||DD 06
ld a, (ix+a)|r5k_strict|_||DD 06
ld a, (ix+a)|r6k|_||DD 06
ld a, (ix+a)|r6k_strict|_||DD 06
ld a, (iy)|ez80|_||FD 7E 00
ld a, (iy)|ez80_strict|_||FD 7E 00
ld a, (iy)|ez80_z80|_||FD 7E 00
ld a, (iy)|ez80_z80_strict|_||FD 7E 00
ld a, (iy)|kc160|_||FD 7E 00
ld a, (iy)|kc160_strict|_||FD 7E 00
ld a, (iy)|kc160_z80|_||FD 7E 00
ld a, (iy)|kc160_z80_strict|_||FD 7E 00
ld a, (iy)|r2ka|_||FD 7E 00
ld a, (iy)|r2ka_strict|_||FD 7E 00
ld a, (iy)|r3k|_||FD 7E 00
ld a, (iy)|r3k_strict|_||FD 7E 00
ld a, (iy)|r4k|_||FD 7E 00
ld a, (iy)|r4k_strict|_||FD 7E 00
ld a, (iy)|r5k|_||FD 7E 00
ld a, (iy)|r5k_strict|_||FD 7E 00
ld a, (iy)|r6k|_||FD 7E 00
ld a, (iy)|r6k_strict|_||FD 7E 00
ld a, (iy)|r800|_||FD 7E 00
ld a, (iy)|r800_strict|_||FD 7E 00
ld a, (iy)|z180|_||FD 7E 00
ld a, (iy)|z180_strict|_||FD 7E 00
ld a, (iy)|z80|_||FD 7E 00
ld a, (iy)|z80_strict|_||FD 7E 00
ld a, (iy)|z80n|_||FD 7E 00
ld a, (iy)|z80n_strict|_||FD 7E 00
ld a, (iy+%d)|ez80|_||FD 7E %d
ld a, (iy+%d)|ez80_strict|_||FD 7E %d
ld a, (iy+%d)|ez80_z80|_||FD 7E %d
ld a, (iy+%d)|ez80_z80_strict|_||FD 7E %d
ld a, (iy+%d)|kc160|_||FD 7E %d
ld a, (iy+%d)|kc160_strict|_||FD 7E %d
ld a, (iy+%d)|kc160_z80|_||FD 7E %d
ld a, (iy+%d)|kc160_z80_strict|_||FD 7E %d
ld a, (iy+%d)|r2ka|_||FD 7E %d
ld a, (iy+%d)|r2ka_strict|_||FD 7E %d
ld a, (iy+%d)|r3k|_||FD 7E %d
ld a, (iy+%d)|r3k_strict|_||FD 7E %d
ld a, (iy+%d)|r4k|_||FD 7E %d
ld a, (iy+%d)|r4k_strict|_||FD 7E %d
ld a, (iy+%d)|r5k|_||FD 7E %d
ld a, (iy+%d)|r5k_strict|_||FD 7E %d
ld a, (iy+%d)|r6k|_||FD 7E %d
ld a, (iy+%d)|r6k_strict|_||FD 7E %d
ld a, (iy+%d)|r800|_||FD 7E %d
ld a, (iy+%d)|r800_strict|_||FD 7E %d
ld a, (iy+%d)|z180|_||FD 7E %d
ld a, (iy+%d)|z180_strict|_||FD 7E %d
ld a, (iy+%d)|z80|_||FD 7E %d
ld a, (iy+%d)|z80_strict|_||FD 7E %d
ld a, (iy+%d)|z80n|_||FD 7E %d
ld a, (iy+%d)|z80n_strict|_||FD 7E %d
ld a, (iy+a)|r4k|_||FD 06
ld a, (iy+a)|r4k_strict|_||FD 06
ld a, (iy+a)|r5k|_||FD 06
ld a, (iy+a)|r5k_strict|_||FD 06
ld a, (iy+a)|r6k|_||FD 06
ld a, (iy+a)|r6k_strict|_||FD 06
ld a, (pbc)|kc160|_||5B;0A
ld a, (pbc)|kc160_strict|_||5B;0A
ld a, (pde)|kc160|_||5B;1A
ld a, (pde)|kc160_strict|_||5B;1A
ld a, (phl)|kc160|_||5B;7E
ld a, (phl)|kc160_strict|_||5B;7E
ld a, (pix)|kc160|_||5B;DD 7E 00
ld a, (pix)|kc160_strict|_||5B;DD 7E 00
ld a, (pix+%d)|kc160|_||5B;DD 7E %d
ld a, (pix+%d)|kc160_strict|_||5B;DD 7E %d
ld a, (piy)|kc160|_||5B;FD 7E 00
ld a, (piy)|kc160_strict|_||5B;FD 7E 00
ld a, (piy+%d)|kc160|_||5B;FD 7E %d
ld a, (piy+%d)|kc160_strict|_||5B;FD 7E %d
ld a, (pp:%m)|kc160|_||5B;3A %m %m
ld a, (pp:%m)|kc160_strict|_||5B;3A %m %m
ld a, (pw)|r4k|_||8D 00
ld a, (pw)|r4k_strict|_||8D 00
ld a, (pw)|r5k|_||8D 00
ld a, (pw)|r5k_strict|_||8D 00
ld a, (pw)|r6k|_||8D 00
ld a, (pw)|r6k_strict|_||8D 00
ld a, (pw+%d)|r4k|_||8D %d
ld a, (pw+%d)|r4k_strict|_||8D %d
ld a, (pw+%d)|r5k|_||8D %d
ld a, (pw+%d)|r5k_strict|_||8D %d
ld a, (pw+%d)|r6k|_||8D %d
ld a, (pw+%d)|r6k_strict|_||8D %d
ld a, (pw+hl)|r4k|_||8B
ld a, (pw+hl)|r4k_strict|_||8B
ld a, (pw+hl)|r5k|_||8B
ld a, (pw+hl)|r5k_strict|_||8B
ld a, (pw+hl)|r6k|_||8B
ld a, (pw+hl)|r6k_strict|_||8B
ld a, (px)|r4k|_||9D 00
ld a, (px)|r4k_strict|_||9D 00
ld a, (px)|r5k|_||9D 00
ld a, (px)|r5k_strict|_||9D 00
ld a, (px)|r6k|_||9D 00
ld a, (px)|r6k_strict|_||9D 00
ld a, (px+%d)|r4k|_||9D %d
ld a, (px+%d)|r4k_strict|_||9D %d
ld a, (px+%d)|r5k|_||9D %d
ld a, (px+%d)|r5k_strict|_||9D %d
ld a, (px+%d)|r6k|_||9D %d
ld a, (px+%d)|r6k_strict|_||9D %d
ld a, (px+hl)|r4k|_||9B
ld a, (px+hl)|r4k_strict|_||9B
ld a, (px+hl)|r5k|_||9B
ld a, (px+hl)|r5k_strict|_||9B
ld a, (px+hl)|r6k|_||9B
ld a, (px+hl)|r6k_strict|_||9B
ld a, (py)|r4k|_||AD 00
ld a, (py)|r4k_strict|_||AD 00
ld a, (py)|r5k|_||AD 00
ld a, (py)|r5k_strict|_||AD 00
ld a, (py)|r6k|_||AD 00
ld a, (py)|r6k_strict|_||AD 00
ld a, (py+%d)|r4k|_||AD %d
ld a, (py+%d)|r4k_strict|_||AD %d
ld a, (py+%d)|r5k|_||AD %d
ld a, (py+%d)|r5k_strict|_||AD %d
ld a, (py+%d)|r6k|_||AD %d
ld a, (py+%d)|r6k_strict|_||AD %d
ld a, (py+hl)|r4k|_||AB
ld a, (py+hl)|r4k_strict|_||AB
ld a, (py+hl)|r5k|_||AB
ld a, (py+hl)|r5k_strict|_||AB
ld a, (py+hl)|r6k|_||AB
ld a, (py+hl)|r6k_strict|_||AB
ld a, (pz)|r4k|_||BD 00
ld a, (pz)|r4k_strict|_||BD 00
ld a, (pz)|r5k|_||BD 00
ld a, (pz)|r5k_strict|_||BD 00
ld a, (pz)|r6k|_||BD 00
ld a, (pz)|r6k_strict|_||BD 00
ld a, (pz+%d)|r4k|_||BD %d
ld a, (pz+%d)|r4k_strict|_||BD %d
ld a, (pz+%d)|r5k|_||BD %d
ld a, (pz+%d)|r5k_strict|_||BD %d
ld a, (pz+%d)|r6k|_||BD %d
ld a, (pz+%d)|r6k_strict|_||BD %d
ld a, (pz+hl)|r4k|_||BB
ld a, (pz+hl)|r4k_strict|_||BB
ld a, (pz+hl)|r5k|_||BB
ld a, (pz+hl)|r5k_strict|_||BB
ld a, (pz+hl)|r6k|_||BB
ld a, (pz+hl)|r6k_strict|_||BB
ld a, (xbc)|kc160|_||40;0A
ld a, (xbc)|kc160_strict|_||40;0A
ld a, (xde)|kc160|_||40;1A
ld a, (xde)|kc160_strict|_||40;1A
ld a, (xhl)|kc160|_||40;7E
ld a, (xhl)|kc160_strict|_||40;7E
ld a, (xix)|kc160|_||40;DD 7E 00
ld a, (xix)|kc160_strict|_||40;DD 7E 00
ld a, (xix+%d)|kc160|_||40;DD 7E %d
ld a, (xix+%d)|kc160_strict|_||40;DD 7E %d
ld a, (xiy)|kc160|_||40;FD 7E 00
ld a, (xiy)|kc160_strict|_||40;FD 7E 00
ld a, (xiy+%d)|kc160|_||40;FD 7E %d
ld a, (xiy+%d)|kc160_strict|_||40;FD 7E %d
ld a, (xp:%m)|kc160|_||40;3A %m %m
ld a, (xp:%m)|kc160_strict|_||40;3A %m %m
ld a, (ybc)|kc160|_||49;0A
ld a, (ybc)|kc160_strict|_||49;0A
ld a, (yde)|kc160|_||49;1A
ld a, (yde)|kc160_strict|_||49;1A
ld a, (yhl)|kc160|_||49;7E
ld a, (yhl)|kc160_strict|_||49;7E
ld a, (yix)|kc160|_||49;DD 7E 00
ld a, (yix)|kc160_strict|_||49;DD 7E 00
ld a, (yix+%d)|kc160|_||49;DD 7E %d
ld a, (yix+%d)|kc160_strict|_||49;DD 7E %d
ld a, (yiy)|kc160|_||49;FD 7E 00
ld a, (yiy)|kc160_strict|_||49;FD 7E 00
ld a, (yiy+%d)|kc160|_||49;FD 7E %d
ld a, (yiy+%d)|kc160_strict|_||49;FD 7E %d
ld a, (yp:%m)|kc160|_||49;3A %m %m
ld a, (yp:%m)|kc160_strict|_||49;3A %m %m
ld a, (zbc)|kc160|_||7F;0A
ld a, (zbc)|kc160_strict|_||7F;0A
ld a, (zde)|kc160|_||7F;1A
ld a, (zde)|kc160_strict|_||7F;1A
ld a, (zhl)|kc160|_||7F;7E
ld a, (zhl)|kc160_strict|_||7F;7E
ld a, (zix)|kc160|_||7F;DD 7E 00
ld a, (zix)|kc160_strict|_||7F;DD 7E 00
ld a, (zix+%d)|kc160|_||7F;DD 7E %d
ld a, (zix+%d)|kc160_strict|_||7F;DD 7E %d
ld a, (ziy)|kc160|_||7F;FD 7E 00
ld a, (ziy)|kc160_strict|_||7F;FD 7E 00
ld a, (ziy+%d)|kc160|_||7F;FD 7E %d
ld a, (ziy+%d)|kc160_strict|_||7F;FD 7E %d
ld a, (zp:%m)|kc160|_||7F;3A %m %m
ld a, (zp:%m)|kc160_strict|_||7F;3A %m %m
ld a, a|8080|_||7F
ld a, a|8085|_||7F
ld a, a|ez80|_||7F
ld a, a|ez80_strict|_||7F
ld a, a|ez80_z80|_||7F
ld a, a|ez80_z80_strict|_||7F
ld a, a|gbz80|_||7F
ld a, a|gbz80_strict|_||7F
ld a, a|kc160_z80|_||7F
ld a, a|kc160_z80_strict|_||7F
ld a, a|r2ka|_||7F
ld a, a|r2ka_strict|_||7F
ld a, a|r3k|_||7F
ld a, a|r3k_strict|_||7F
ld a, a|r4k|_||7F;7F
ld a, a|r4k_strict|_||7F;7F
ld a, a|r5k|_||7F;7F
ld a, a|r5k_strict|_||7F;7F
ld a, a|r6k|_||7F;7F
ld a, a|r6k_strict|_||7F;7F
ld a, a|r800|_||7F
ld a, a|r800_strict|_||7F
ld a, a|z180|_||7F
ld a, a|z180_strict|_||7F
ld a, a|z80|_||7F
ld a, a|z80_strict|_||7F
ld a, a|z80n|_||7F
ld a, a|z80n_strict|_||7F
ld a, b|8080|_||78
ld a, b|8085|_||78
ld a, b|ez80|_||78
ld a, b|ez80_strict|_||78
ld a, b|ez80_z80|_||78
ld a, b|ez80_z80_strict|_||78
ld a, b|gbz80|_||78
ld a, b|gbz80_strict|_||78
ld a, b|kc160|_||78
ld a, b|kc160_strict|_||78
ld a, b|kc160_z80|_||78
ld a, b|kc160_z80_strict|_||78
ld a, b|r2ka|_||78
ld a, b|r2ka_strict|_||78
ld a, b|r3k|_||78
ld a, b|r3k_strict|_||78
ld a, b|r4k|_||7F;78
ld a, b|r4k_strict|_||7F;78
ld a, b|r5k|_||7F;78
ld a, b|r5k_strict|_||7F;78
ld a, b|r6k|_||7F;78
ld a, b|r6k_strict|_||7F;78
ld a, b|r800|_||78
ld a, b|r800_strict|_||78
ld a, b|z180|_||78
ld a, b|z180_strict|_||78
ld a, b|z80|_||78
ld a, b|z80_strict|_||78
ld a, b|z80n|_||78
ld a, b|z80n_strict|_||78
ld a, c|8080|_||79
ld a, c|8085|_||79
ld a, c|ez80|_||79
ld a, c|ez80_strict|_||79
ld a, c|ez80_z80|_||79
ld a, c|ez80_z80_strict|_||79
ld a, c|gbz80|_||79
ld a, c|gbz80_strict|_||79
ld a, c|kc160|_||79
ld a, c|kc160_strict|_||79
ld a, c|kc160_z80|_||79
ld a, c|kc160_z80_strict|_||79
ld a, c|r2ka|_||79
ld a, c|r2ka_strict|_||79
ld a, c|r3k|_||79
ld a, c|r3k_strict|_||79
ld a, c|r4k|_||7F;79
ld a, c|r4k_strict|_||7F;79
ld a, c|r5k|_||7F;79
ld a, c|r5k_strict|_||7F;79
ld a, c|r6k|_||7F;79
ld a, c|r6k_strict|_||7F;79
ld a, c|r800|_||79
ld a, c|r800_strict|_||79
ld a, c|z180|_||79
ld a, c|z180_strict|_||79
ld a, c|z80|_||79
ld a, c|z80_strict|_||79
ld a, c|z80n|_||79
ld a, c|z80n_strict|_||79
ld a, d|8080|_||7A
ld a, d|8085|_||7A
ld a, d|ez80|_||7A
ld a, d|ez80_strict|_||7A
ld a, d|ez80_z80|_||7A
ld a, d|ez80_z80_strict|_||7A
ld a, d|gbz80|_||7A
ld a, d|gbz80_strict|_||7A
ld a, d|kc160|_||7A
ld a, d|kc160_strict|_||7A
ld a, d|kc160_z80|_||7A
ld a, d|kc160_z80_strict|_||7A
ld a, d|r2ka|_||7A
ld a, d|r2ka_strict|_||7A
ld a, d|r3k|_||7A
ld a, d|r3k_strict|_||7A
ld a, d|r4k|_||7F;7A
ld a, d|r4k_strict|_||7F;7A
ld a, d|r5k|_||7F;7A
ld a, d|r5k_strict|_||7F;7A
ld a, d|r6k|_||7F;7A
ld a, d|r6k_strict|_||7F;7A
ld a, d|r800|_||7A
ld a, d|r800_strict|_||7A
ld a, d|z180|_||7A
ld a, d|z180_strict|_||7A
ld a, d|z80|_||7A
ld a, d|z80_strict|_||7A
ld a, d|z80n|_||7A
ld a, d|z80n_strict|_||7A
ld a, e|8080|_||7B
ld a, e|8085|_||7B
ld a, e|ez80|_||7B
ld a, e|ez80_strict|_||7B
ld a, e|ez80_z80|_||7B
ld a, e|ez80_z80_strict|_||7B
ld a, e|gbz80|_||7B
ld a, e|gbz80_strict|_||7B
ld a, e|kc160|_||7B
ld a, e|kc160_strict|_||7B
ld a, e|kc160_z80|_||7B
ld a, e|kc160_z80_strict|_||7B
ld a, e|r2ka|_||7B
ld a, e|r2ka_strict|_||7B
ld a, e|r3k|_||7B
ld a, e|r3k_strict|_||7B
ld a, e|r4k|_||7F;7B
ld a, e|r4k_strict|_||7F;7B
ld a, e|r5k|_||7F;7B
ld a, e|r5k_strict|_||7F;7B
ld a, e|r6k|_||7F;7B
ld a, e|r6k_strict|_||7F;7B
ld a, e|r800|_||7B
ld a, e|r800_strict|_||7B
ld a, e|z180|_||7B
ld a, e|z180_strict|_||7B
ld a, e|z80|_||7B
ld a, e|z80_strict|_||7B
ld a, e|z80n|_||7B
ld a, e|z80n_strict|_||7B
ld a, eir|r2ka|_||ED 57
ld a, eir|r2ka_strict|_||ED 57
ld a, eir|r3k|_||ED 57
ld a, eir|r3k_strict|_||ED 57
ld a, eir|r4k|_||ED 57
ld a, eir|r4k_strict|_||ED 57
ld a, eir|r5k|_||ED 57
ld a, eir|r5k_strict|_||ED 57
ld a, eir|r6k|_||ED 57
ld a, eir|r6k_strict|_||ED 57
ld a, h|8080|_||7C
ld a, h|8085|_||7C
ld a, h|ez80|_||7C
ld a, h|ez80_strict|_||7C
ld a, h|ez80_z80|_||7C
ld a, h|ez80_z80_strict|_||7C
ld a, h|gbz80|_||7C
ld a, h|gbz80_strict|_||7C
ld a, h|kc160|_||7C
ld a, h|kc160_strict|_||7C
ld a, h|kc160_z80|_||7C
ld a, h|kc160_z80_strict|_||7C
ld a, h|r2ka|_||7C
ld a, h|r2ka_strict|_||7C
ld a, h|r3k|_||7C
ld a, h|r3k_strict|_||7C
ld a, h|r4k|_||7F;7C
ld a, h|r4k_strict|_||7F;7C
ld a, h|r5k|_||7F;7C
ld a, h|r5k_strict|_||7F;7C
ld a, h|r6k|_||7F;7C
ld a, h|r6k_strict|_||7F;7C
ld a, h|r800|_||7C
ld a, h|r800_strict|_||7C
ld a, h|z180|_||7C
ld a, h|z180_strict|_||7C
ld a, h|z80|_||7C
ld a, h|z80_strict|_||7C
ld a, h|z80n|_||7C
ld a, h|z80n_strict|_||7C
ld a, htr|r4k|_||ED 50
ld a, htr|r4k_strict|_||ED 50
ld a, htr|r5k|_||ED 50
ld a, htr|r5k_strict|_||ED 50
ld a, htr|r6k|_||ED 50
ld a, htr|r6k_strict|_||ED 50
ld a, i|ez80|_||ED 57
ld a, i|ez80_strict|_||ED 57
ld a, i|ez80_z80|_||ED 57
ld a, i|ez80_z80_strict|_||ED 57
ld a, i|kc160|_||ED 57
ld a, i|kc160_strict|_||ED 57
ld a, i|kc160_z80|_||ED 57
ld a, i|kc160_z80_strict|_||ED 57
ld a, i|r6k|_||ED 57
ld a, i|r6k_strict|_||ED 57
ld a, i|r800|_||ED 57
ld a, i|r800_strict|_||ED 57
ld a, i|z180|_||ED 57
ld a, i|z180_strict|_||ED 57
ld a, i|z80|_||ED 57
