asm|cpu|synth
j_ltu %m|8085|jc %m
j_ltu %m|ez80|jp c, %m
j_ltu %m|ez80_z80|jp c, %m
j_ltu %m|gbz80|jp c, %m
j_ltu %m|kc160|jp c, %m
j_ltu %m|kc160_z80|jp c, %m
j_ltu %m|r2ka|jp c, %m
j_ltu %m|r3k|jp c, %m
j_ltu %m|r4k|jp c, %m
j_ltu %m|r5k|jp c, %m
j_ltu %m|r6k|jp c, %m
j_ltu %m|r800|jp c, %m
j_ltu %m|z180|jp c, %m
j_ltu %m|z80|jp c, %m
j_ltu %m|z80n|jp c, %m
j_ne %m|8080|jnz %m
j_ne %m|8085|jnz %m
j_ne %m|ez80|jp nz, %m
j_ne %m|ez80_z80|jp nz, %m
j_ne %m|gbz80|jp nz, %m
j_ne %m|kc160|jp nz, %m
j_ne %m|kc160_z80|jp nz, %m
j_ne %m|r2ka|jp nz, %m
j_ne %m|r3k|jp nz, %m
j_ne %m|r4k|jp nz, %m
j_ne %m|r5k|jp nz, %m
j_ne %m|r6k|jp nz, %m
j_ne %m|r800|jp nz, %m
j_ne %m|z180|jp nz, %m
j_ne %m|z80|jp nz, %m
j_ne %m|z80n|jp nz, %m
j_nv %m|8080|jpo %m
j_nv %m|8085|jpo %m
j_nv %m|ez80|jp po, %m
j_nv %m|ez80_z80|jp po, %m
j_nv %m|kc160|jp po, %m
j_nv %m|kc160_z80|jp po, %m
j_nv %m|r4k|jp v, %t;jp %m;%t:
j_nv %m|r5k|jp v, %t;jp %m;%t:
j_nv %m|r6k|jp v, %t;jp %m;%t:
j_nv %m|r800|jp po, %m
j_nv %m|z180|jp po, %m
j_nv %m|z80|jp po, %m
j_nv %m|z80n|jp po, %m
j_v %m|8080|jpe %m
j_v %m|8085|jpe %m
j_v %m|ez80|jp pe, %m
j_v %m|ez80_z80|jp pe, %m
j_v %m|kc160|jp pe, %m
j_v %m|kc160_z80|jp pe, %m
j_v %m|r800|jp pe, %m
j_v %m|z180|jp pe, %m
j_v %m|z80|jp pe, %m
j_v %m|z80n|jp pe, %m
jeq %m|8080|jz %m
jeq %m|8085|jz %m
jeq %m|ez80|jp z, %m
jeq %m|ez80_z80|jp z, %m
jeq %m|gbz80|jp z, %m
jeq %m|kc160|jp z, %m
jeq %m|kc160_z80|jp z, %m
jeq %m|r2ka|jp z, %m
jeq %m|r3k|jp z, %m
jeq %m|r4k|jp z, %m
jeq %m|r5k|jp z, %m
jeq %m|r6k|jp z, %m
jeq %m|r800|jp z, %m
jeq %m|z180|jp z, %m
jeq %m|z80|jp z, %m
jeq %m|z80n|jp z, %m
jge %m|r4k|jp lt, %t;jp %m;%t:
jge %m|r5k|jp lt, %t;jp %m;%t:
jge %m|r6k|jp lt, %t;jp %m;%t:
jgeu %m|8080|jnc %m
jgeu %m|8085|jnc %m
jgeu %m|ez80|jp nc, %m
jgeu %m|ez80_z80|jp nc, %m
jgeu %m|gbz80|jp nc, %m
jgeu %m|kc160|jp nc, %m
jgeu %m|kc160_z80|jp nc, %m
jgeu %m|r2ka|jp nc, %m
jgeu %m|r3k|jp nc, %m
jgeu %m|r4k|jp nc, %m
jgeu %m|r5k|jp nc, %m
jgeu %m|r6k|jp nc, %m
jgeu %m|r800|jp nc, %m
jgeu %m|z180|jp nc, %m
jgeu %m|z80|jp nc, %m
jgeu %m|z80n|jp nc, %m
jgtu %m|8080|jz %t;jnc %m;%t:
jgtu %m|8085|jz %t;jnc %m;%t:
jgtu %m|ez80|jr z, %t;jp nc, %m;%t:
jgtu %m|ez80_z80|jr z, %t;jp nc, %m;%t:
jgtu %m|gbz80|jr z, %t;jp nc, %m;%t:
jgtu %m|kc160|jr z, %t;jp nc, %m;%t:
jgtu %m|kc160_z80|jr z, %t;jp nc, %m;%t:
jgtu %m|r2ka|jr z, %t;jp nc, %m;%t:
jgtu %m|r3k|jr z, %t;jp nc, %m;%t:
jgtu %m|r800|jr z, %t;jp nc, %m;%t:
jgtu %m|z180|jr z, %t;jp nc, %m;%t:
jgtu %m|z80|jr z, %t;jp nc, %m;%t:
jgtu %m|z80n|jr z, %t;jp nc, %m;%t:
jle %m|r4k|jp gt, %t;jp %m;%t:
jle %m|r5k|jp gt, %t;jp %m;%t:
jle %m|r6k|jp gt, %t;jp %m;%t:
jleu %m|8080|jz %m;jc %m
jleu %m|8085|jz %m;jc %m
jleu %m|ez80|jp z, %m;jp c, %m
jleu %m|ez80_z80|jp z, %m;jp c, %m
jleu %m|gbz80|jp z, %m;jp c, %m
jleu %m|kc160|jp z, %m;jp c, %m
jleu %m|kc160_z80|jp z, %m;jp c, %m
jleu %m|r2ka|jp z, %m;jp c, %m
jleu %m|r3k|jp z, %m;jp c, %m
jleu %m|r4k|jp gtu, %t;jp %m;%t:
jleu %m|r5k|jp gtu, %t;jp %m;%t:
jleu %m|r6k|jp gtu, %t;jp %m;%t:
jleu %m|r800|jp z, %m;jp c, %m
jleu %m|z180|jp z, %m;jp c, %m
jleu %m|z80|jp z, %m;jp c, %m
jleu %m|z80n|jp z, %m;jp c, %m
jltu %m|8080|jc %m
jltu %m|8085|jc %m
jltu %m|ez80|jp c, %m
jltu %m|ez80_z80|jp c, %m
jltu %m|gbz80|jp c, %m
jltu %m|kc160|jp c, %m
jltu %m|kc160_z80|jp c, %m
jltu %m|r2ka|jp c, %m
jltu %m|r3k|jp c, %m
jltu %m|r4k|jp c, %m
jltu %m|r5k|jp c, %m
jltu %m|r6k|jp c, %m
jltu %m|r800|jp c, %m
jltu %m|z180|jp c, %m
jltu %m|z80|jp c, %m
jltu %m|z80n|jp c, %m
jmp (bc)|8080|push b;ret
jmp (bc)|8085|push b;ret
jmp (bc)|ez80|push bc;ret
jmp (bc)|ez80_z80|push bc;ret
jmp (bc)|gbz80|push bc;ret
jmp (bc)|kc160|push bc;ret
jmp (bc)|kc160_z80|push bc;ret
jmp (bc)|r2ka|push bc;ret
jmp (bc)|r3k|push bc;ret
jmp (bc)|r4k|push bc;ret
jmp (bc)|r5k|push bc;ret
jmp (bc)|r6k|push bc;ret
jmp (bc)|r800|push bc;ret
jmp (bc)|z180|push bc;ret
jmp (bc)|z80|push bc;ret
jmp (bc)|z80n|push bc;ret
jmp (de)|8080|push d;ret
jmp (de)|8085|push d;ret
jmp (de)|ez80|push de;ret
jmp (de)|ez80_z80|push de;ret
jmp (de)|gbz80|push de;ret
jmp (de)|kc160|push de;ret
jmp (de)|kc160_z80|push de;ret
jmp (de)|r2ka|push de;ret
jmp (de)|r3k|push de;ret
jmp (de)|r4k|push de;ret
jmp (de)|r5k|push de;ret
jmp (de)|r6k|push de;ret
jmp (de)|r800|push de;ret
jmp (de)|z180|push de;ret
jmp (de)|z80|push de;ret
jmp (de)|z80n|push de;ret
jmp eq, %m|8080|jz %m
jmp eq, %m|8085|jz %m
jmp eq, %m|ez80|jp z, %m
jmp eq, %m|ez80_z80|jp z, %m
jmp eq, %m|gbz80|jp z, %m
jmp eq, %m|kc160|jp z, %m
jmp eq, %m|kc160_z80|jp z, %m
jmp eq, %m|r2ka|jp z, %m
jmp eq, %m|r3k|jp z, %m
jmp eq, %m|r4k|jp z, %m
jmp eq, %m|r5k|jp z, %m
jmp eq, %m|r6k|jp z, %m
jmp eq, %m|r800|jp z, %m
jmp eq, %m|z180|jp z, %m
jmp eq, %m|z80|jp z, %m
jmp eq, %m|z80n|jp z, %m
jmp geu, %m|8080|jnc %m
jmp geu, %m|8085|jnc %m
jmp geu, %m|ez80|jp nc, %m
jmp geu, %m|ez80_z80|jp nc, %m
jmp geu, %m|gbz80|jp nc, %m
jmp geu, %m|kc160|jp nc, %m
jmp geu, %m|kc160_z80|jp nc, %m
jmp geu, %m|r2ka|jp nc, %m
jmp geu, %m|r3k|jp nc, %m
jmp geu, %m|r4k|jp nc, %m
jmp geu, %m|r5k|jp nc, %m
jmp geu, %m|r6k|jp nc, %m
jmp geu, %m|r800|jp nc, %m
jmp geu, %m|z180|jp nc, %m
jmp geu, %m|z80|jp nc, %m
jmp geu, %m|z80n|jp nc, %m
jmp gtu, %m|8080|jz %t;jnc %m;%t:
jmp gtu, %m|8085|jz %t;jnc %m;%t:
jmp gtu, %m|ez80|jr z, %t;jp nc, %m;%t:
jmp gtu, %m|ez80_z80|jr z, %t;jp nc, %m;%t:
jmp gtu, %m|gbz80|jr z, %t;jp nc, %m;%t:
jmp gtu, %m|kc160|jr z, %t;jp nc, %m;%t:
jmp gtu, %m|kc160_z80|jr z, %t;jp nc, %m;%t:
jmp gtu, %m|r2ka|jr z, %t;jp nc, %m;%t:
jmp gtu, %m|r3k|jr z, %t;jp nc, %m;%t:
jmp gtu, %m|r800|jr z, %t;jp nc, %m;%t:
jmp gtu, %m|z180|jr z, %t;jp nc, %m;%t:
jmp gtu, %m|z80|jr z, %t;jp nc, %m;%t:
jmp gtu, %m|z80n|jr z, %t;jp nc, %m;%t:
jmp leu, %m|8080|jz %m;jc %m
jmp leu, %m|8085|jz %m;jc %m
jmp leu, %m|ez80|jp z, %m;jp c, %m
jmp leu, %m|ez80_z80|jp z, %m;jp c, %m
jmp leu, %m|gbz80|jp z, %m;jp c, %m
jmp leu, %m|kc160|jp z, %m;jp c, %m
jmp leu, %m|kc160_z80|jp z, %m;jp c, %m
jmp leu, %m|r2ka|jp z, %m;jp c, %m
jmp leu, %m|r3k|jp z, %m;jp c, %m
jmp leu, %m|r4k|jp gtu, %t;jp %m;%t:
jmp leu, %m|r5k|jp gtu, %t;jp %m;%t:
jmp leu, %m|r6k|jp gtu, %t;jp %m;%t:
jmp leu, %m|r800|jp z, %m;jp c, %m
jmp leu, %m|z180|jp z, %m;jp c, %m
jmp leu, %m|z80|jp z, %m;jp c, %m
jmp leu, %m|z80n|jp z, %m;jp c, %m
jmp ltu, %m|8080|jc %m
jmp ltu, %m|8085|jc %m
jmp ltu, %m|ez80|jp c, %m
jmp ltu, %m|ez80_z80|jp c, %m
jmp ltu, %m|gbz80|jp c, %m
jmp ltu, %m|kc160|jp c, %m
jmp ltu, %m|kc160_z80|jp c, %m
jmp ltu, %m|r2ka|jp c, %m
jmp ltu, %m|r3k|jp c, %m
jmp ltu, %m|r4k|jp c, %m
jmp ltu, %m|r5k|jp c, %m
jmp ltu, %m|r6k|jp c, %m
jmp ltu, %m|r800|jp c, %m
jmp ltu, %m|z180|jp c, %m
jmp ltu, %m|z80|jp c, %m
jmp ltu, %m|z80n|jp c, %m
jmp ne, %m|8080|jnz %m
jmp ne, %m|8085|jnz %m
jmp ne, %m|ez80|jp nz, %m
jmp ne, %m|ez80_z80|jp nz, %m
jmp ne, %m|gbz80|jp nz, %m
jmp ne, %m|kc160|jp nz, %m
jmp ne, %m|kc160_z80|jp nz, %m
jmp ne, %m|r2ka|jp nz, %m
jmp ne, %m|r3k|jp nz, %m
jmp ne, %m|r4k|jp nz, %m
jmp ne, %m|r5k|jp nz, %m
jmp ne, %m|r6k|jp nz, %m
jmp ne, %m|r800|jp nz, %m
jmp ne, %m|z180|jp nz, %m
jmp ne, %m|z80|jp nz, %m
jmp ne, %m|z80n|jp nz, %m
jmp nv, %m|8080|jpo %m
jmp nv, %m|8085|jpo %m
jmp nv, %m|ez80|jp po, %m
jmp nv, %m|ez80_z80|jp po, %m
jmp nv, %m|kc160|jp po, %m
jmp nv, %m|kc160_z80|jp po, %m
jmp nv, %m|r4k|jp v, %t;jp %m;%t:
jmp nv, %m|r5k|jp v, %t;jp %m;%t:
jmp nv, %m|r6k|jp v, %t;jp %m;%t:
jmp nv, %m|r800|jp po, %m
jmp nv, %m|z180|jp po, %m
jmp nv, %m|z80|jp po, %m
jmp nv, %m|z80n|jp po, %m
jmp v, %m|8080|jpe %m
jmp v, %m|8085|jpe %m
jmp v, %m|ez80|jp pe, %m
jmp v, %m|ez80_z80|jp pe, %m
jmp v, %m|kc160|jp pe, %m
jmp v, %m|kc160_z80|jp pe, %m
jmp v, %m|r800|jp pe, %m
jmp v, %m|z180|jp pe, %m
jmp v, %m|z80|jp pe, %m
jmp v, %m|z80n|jp pe, %m
jmp.lil eq, %m|ez80|jp.lil z, %m
jmp.lil eq, %m|ez80_z80|jp.lil z, %m
jmp.lil geu, %m|ez80|jp.lil nc, %m
jmp.lil geu, %m|ez80_z80|jp.lil nc, %m
jmp.lil gtu, %m|ez80|jr z, %t;jp.lil nc, %m;%t:
jmp.lil gtu, %m|ez80_z80|jr z, %t;jp.lil nc, %m;%t:
jmp.lil leu, %m|ez80|jp.lil z, %m;jp.lil c, %m
jmp.lil leu, %m|ez80_z80|jp.lil z, %m;jp.lil c, %m
jmp.lil ltu, %m|ez80|jp.lil c, %m
jmp.lil ltu, %m|ez80_z80|jp.lil c, %m
jmp.lil ne, %m|ez80|jp.lil nz, %m
jmp.lil ne, %m|ez80_z80|jp.lil nz, %m
jmp.lil nv, %m|ez80|jp.lil po, %m
jmp.lil nv, %m|ez80_z80|jp.lil po, %m
jmp.lil v, %m|ez80|jp.lil pe, %m
jmp.lil v, %m|ez80_z80|jp.lil pe, %m
jmp.sis eq, %m|ez80|jp.sis z, %m
jmp.sis eq, %m|ez80_z80|jp.sis z, %m
jmp.sis geu, %m|ez80|jp.sis nc, %m
jmp.sis geu, %m|ez80_z80|jp.sis nc, %m
jmp.sis gtu, %m|ez80|jr z, %t;jp.sis nc, %m;%t:
jmp.sis gtu, %m|ez80_z80|jr z, %t;jp.sis nc, %m;%t:
jmp.sis leu, %m|ez80|jp.sis z, %m;jp.sis c, %m
jmp.sis leu, %m|ez80_z80|jp.sis z, %m;jp.sis c, %m
jmp.sis ltu, %m|ez80|jp.sis c, %m
jmp.sis ltu, %m|ez80_z80|jp.sis c, %m
jmp.sis ne, %m|ez80|jp.sis nz, %m
jmp.sis ne, %m|ez80_z80|jp.sis nz, %m
jmp.sis nv, %m|ez80|jp.sis po, %m
jmp.sis nv, %m|ez80_z80|jp.sis po, %m
jmp.sis v, %m|ez80|jp.sis pe, %m
jmp.sis v, %m|ez80_z80|jp.sis pe, %m
jne %m|8080|jnz %m
jne %m|8085|jnz %m
jne %m|ez80|jp nz, %m
jne %m|ez80_z80|jp nz, %m
jne %m|gbz80|jp nz, %m
jne %m|kc160|jp nz, %m
jne %m|kc160_z80|jp nz, %m
jne %m|r2ka|jp nz, %m
jne %m|r3k|jp nz, %m
jne %m|r4k|jp nz, %m
jne %m|r5k|jp nz, %m
jne %m|r6k|jp nz, %m
jne %m|r800|jp nz, %m
jne %m|z180|jp nz, %m
jne %m|z80|jp nz, %m
jne %m|z80n|jp nz, %m
jnv %m|8080|jpo %m
jnv %m|8085|jpo %m
jnv %m|ez80|jp po, %m
jnv %m|ez80_z80|jp po, %m
jnv %m|kc160|jp po, %m
jnv %m|kc160_z80|jp po, %m
jnv %m|r4k|jp v, %t;jp %m;%t:
jnv %m|r5k|jp v, %t;jp %m;%t:
jnv %m|r6k|jp v, %t;jp %m;%t:
jnv %m|r800|jp po, %m
jnv %m|z180|jp po, %m
jnv %m|z80|jp po, %m
jnv %m|z80n|jp po, %m
jp (bc)|8080|push b;ret
jp (bc)|8085|push b;ret
jp (bc)|ez80|push bc;ret
jp (bc)|ez80_z80|push bc;ret
jp (bc)|gbz80|push bc;ret
jp (bc)|kc160|push bc;ret
jp (bc)|kc160_z80|push bc;ret
jp (bc)|r2ka|push bc;ret
jp (bc)|r3k|push bc;ret
jp (bc)|r4k|push bc;ret
jp (bc)|r5k|push bc;ret
jp (bc)|r6k|push bc;ret
jp (bc)|r800|push bc;ret
jp (bc)|z180|push bc;ret
jp (bc)|z80|push bc;ret
jp (bc)|z80n|push bc;ret
jp (de)|8080|push d;ret
jp (de)|8085|push d;ret
jp (de)|ez80|push de;ret
jp (de)|ez80_z80|push de;ret
jp (de)|gbz80|push de;ret
jp (de)|kc160|push de;ret
jp (de)|kc160_z80|push de;ret
jp (de)|r2ka|push de;ret
jp (de)|r3k|push de;ret
jp (de)|r4k|push de;ret
jp (de)|r5k|push de;ret
jp (de)|r6k|push de;ret
jp (de)|r800|push de;ret
jp (de)|z180|push de;ret
jp (de)|z80|push de;ret
jp (de)|z80n|push de;ret
jp eq, %m|8080|jz %m
jp eq, %m|8085|jz %m
jp eq, %m|ez80|jp z, %m
jp eq, %m|ez80_z80|jp z, %m
jp eq, %m|gbz80|jp z, %m
jp eq, %m|kc160|jp z, %m
jp eq, %m|kc160_z80|jp z, %m
jp eq, %m|r2ka|jp z, %m
jp eq, %m|r3k|jp z, %m
jp eq, %m|r4k|jp z, %m
jp eq, %m|r5k|jp z, %m
jp eq, %m|r6k|jp z, %m
jp eq, %m|r800|jp z, %m
jp eq, %m|z180|jp z, %m
jp eq, %m|z80|jp z, %m
jp eq, %m|z80n|jp z, %m
jp ge, %m|r4k|jp lt, %t;jp %m;%t:
jp ge, %m|r5k|jp lt, %t;jp %m;%t:
jp ge, %m|r6k|jp lt, %t;jp %m;%t:
jp geu, %m|8080|jnc %m
jp geu, %m|8085|jnc %m
jp geu, %m|ez80|jp nc, %m
jp geu, %m|ez80_z80|jp nc, %m
jp geu, %m|gbz80|jp nc, %m
jp geu, %m|kc160|jp nc, %m
jp geu, %m|kc160_z80|jp nc, %m
jp geu, %m|r2ka|jp nc, %m
jp geu, %m|r3k|jp nc, %m
jp geu, %m|r4k|jp nc, %m
jp geu, %m|r5k|jp nc, %m
jp geu, %m|r6k|jp nc, %m
jp geu, %m|r800|jp nc, %m
jp geu, %m|z180|jp nc, %m
jp geu, %m|z80|jp nc, %m
jp geu, %m|z80n|jp nc, %m
jp gtu, %m|8080|jz %t;jnc %m;%t:
jp gtu, %m|8085|jz %t;jnc %m;%t:
jp gtu, %m|ez80|jr z, %t;jp nc, %m;%t:
jp gtu, %m|ez80_z80|jr z, %t;jp nc, %m;%t:
jp gtu, %m|gbz80|jr z, %t;jp nc, %m;%t:
jp gtu, %m|kc160|jr z, %t;jp nc, %m;%t:
jp gtu, %m|kc160_z80|jr z, %t;jp nc, %m;%t:
jp gtu, %m|r2ka|jr z, %t;jp nc, %m;%t:
jp gtu, %m|r3k|jr z, %t;jp nc, %m;%t:
jp gtu, %m|r800|jr z, %t;jp nc, %m;%t:
jp gtu, %m|z180|jr z, %t;jp nc, %m;%t:
jp gtu, %m|z80|jr z, %t;jp nc, %m;%t:
jp gtu, %m|z80n|jr z, %t;jp nc, %m;%t:
jp le, %m|r4k|jp gt, %t;jp %m;%t:
jp le, %m|r5k|jp gt, %t;jp %m;%t:
jp le, %m|r6k|jp gt, %t;jp %m;%t:
jp leu, %m|8080|jz %m;jc %m
jp leu, %m|8085|jz %m;jc %m
jp leu, %m|ez80|jp z, %m;jp c, %m
jp leu, %m|ez80_z80|jp z, %m;jp c, %m
jp leu, %m|gbz80|jp z, %m;jp c, %m
jp leu, %m|kc160|jp z, %m;jp c, %m
jp leu, %m|kc160_z80|jp z, %m;jp c, %m
jp leu, %m|r2ka|jp z, %m;jp c, %m
jp leu, %m|r3k|jp z, %m;jp c, %m
jp leu, %m|r4k|jp gtu, %t;jp %m;%t:
jp leu, %m|r5k|jp gtu, %t;jp %m;%t:
jp leu, %m|r6k|jp gtu, %t;jp %m;%t:
jp leu, %m|r800|jp z, %m;jp c, %m
jp leu, %m|z180|jp z, %m;jp c, %m
jp leu, %m|z80|jp z, %m;jp c, %m
jp leu, %m|z80n|jp z, %m;jp c, %m
jp ltu, %m|8080|jc %m
jp ltu, %m|8085|jc %m
jp ltu, %m|ez80|jp c, %m
jp ltu, %m|ez80_z80|jp c, %m
jp ltu, %m|gbz80|jp c, %m
jp ltu, %m|kc160|jp c, %m
jp ltu, %m|kc160_z80|jp c, %m
jp ltu, %m|r2ka|jp c, %m
jp ltu, %m|r3k|jp c, %m
jp ltu, %m|r4k|jp c, %m
jp ltu, %m|r5k|jp c, %m
jp ltu, %m|r6k|jp c, %m
jp ltu, %m|r800|jp c, %m
jp ltu, %m|z180|jp c, %m
jp ltu, %m|z80|jp c, %m
jp ltu, %m|z80n|jp c, %m
jp ne, %m|8080|jnz %m
jp ne, %m|8085|jnz %m
jp ne, %m|ez80|jp nz, %m
jp ne, %m|ez80_z80|jp nz, %m
jp ne, %m|gbz80|jp nz, %m
jp ne, %m|kc160|jp nz, %m
jp ne, %m|kc160_z80|jp nz, %m
jp ne, %m|r2ka|jp nz, %m
jp ne, %m|r3k|jp nz, %m
jp ne, %m|r4k|jp nz, %m
jp ne, %m|r5k|jp nz, %m
jp ne, %m|r6k|jp nz, %m
jp ne, %m|r800|jp nz, %m
jp ne, %m|z180|jp nz, %m
jp ne, %m|z80|jp nz, %m
jp ne, %m|z80n|jp nz, %m
jp nv, %m|8080|jpo %m
jp nv, %m|8085|jpo %m
jp nv, %m|ez80|jp po, %m
jp nv, %m|ez80_z80|jp po, %m
jp nv, %m|kc160|jp po, %m
jp nv, %m|kc160_z80|jp po, %m
jp nv, %m|r4k|jp v, %t;jp %m;%t:
jp nv, %m|r5k|jp v, %t;jp %m;%t:
jp nv, %m|r6k|jp v, %t;jp %m;%t:
jp nv, %m|r800|jp po, %m
jp nv, %m|z180|jp po, %m
jp nv, %m|z80|jp po, %m
jp nv, %m|z80n|jp po, %m
jp v, %m|8080|jpe %m
jp v, %m|8085|jpe %m
jp v, %m|ez80|jp pe, %m
jp v, %m|ez80_z80|jp pe, %m
jp v, %m|kc160|jp pe, %m
jp v, %m|kc160_z80|jp pe, %m
jp v, %m|r800|jp pe, %m
jp v, %m|z180|jp pe, %m
jp v, %m|z80|jp pe, %m
jp v, %m|z80n|jp pe, %m
jp.lil eq, %m|ez80|jp.lil z, %m
jp.lil eq, %m|ez80_z80|jp.lil z, %m
jp.lil geu, %m|ez80|jp.lil nc, %m
jp.lil geu, %m|ez80_z80|jp.lil nc, %m
jp.lil gtu, %m|ez80|jr z, %t;jp.lil nc, %m;%t:
jp.lil gtu, %m|ez80_z80|jr z, %t;jp.lil nc, %m;%t:
jp.lil leu, %m|ez80|jp.lil z, %m;jp.lil c, %m
jp.lil leu, %m|ez80_z80|jp.lil z, %m;jp.lil c, %m
jp.lil ltu, %m|ez80|jp.lil c, %m
jp.lil ltu, %m|ez80_z80|jp.lil c, %m
jp.lil ne, %m|ez80|jp.lil nz, %m
jp.lil ne, %m|ez80_z80|jp.lil nz, %m
jp.lil nv, %m|ez80|jp.lil po, %m
jp.lil nv, %m|ez80_z80|jp.lil po, %m
jp.lil v, %m|ez80|jp.lil pe, %m
jp.lil v, %m|ez80_z80|jp.lil pe, %m
jp.sis eq, %m|ez80|jp.sis z, %m
jp.sis eq, %m|ez80_z80|jp.sis z, %m
jp.sis geu, %m|ez80|jp.sis nc, %m
jp.sis geu, %m|ez80_z80|jp.sis nc, %m
jp.sis gtu, %m|ez80|jr z, %t;jp.sis nc, %m;%t:
jp.sis gtu, %m|ez80_z80|jr z, %t;jp.sis nc, %m;%t:
jp.sis leu, %m|ez80|jp.sis z, %m;jp.sis c, %m
jp.sis leu, %m|ez80_z80|jp.sis z, %m;jp.sis c, %m
jp.sis ltu, %m|ez80|jp.sis c, %m
jp.sis ltu, %m|ez80_z80|jp.sis c, %m
jp.sis ne, %m|ez80|jp.sis nz, %m
jp.sis ne, %m|ez80_z80|jp.sis nz, %m
jp.sis nv, %m|ez80|jp.sis po, %m
jp.sis nv, %m|ez80_z80|jp.sis po, %m
jp.sis v, %m|ez80|jp.sis pe, %m
jp.sis v, %m|ez80_z80|jp.sis pe, %m
jp3 eq, %m|kc160|jp3 z, %m
jp3 geu, %m|kc160|jp3 nc, %m
jp3 gtu, %m|kc160|jr z, %t;jp3 nc, %m;%t:
jp3 leu, %m|kc160|jp3 z, %m;jp3 c, %m
jp3 ltu, %m|kc160|jp3 c, %m
jp3 ne, %m|kc160|jp3 nz, %m
jr %j|8080|jp %j
jr %j|8085|jp %j
jr c, %j|8080|jc %j
jr c, %j|8085|jc %j
jr eq, %j|8080|jz %j
jr eq, %j|8085|jz %j
jr eq, %j|ez80|jr z, %j
jr eq, %j|ez80_z80|jr z, %j
jr eq, %j|gbz80|jr z, %j
jr eq, %j|kc160|jr z, %j
jr eq, %j|kc160_z80|jr z, %j
jr eq, %j|r2ka|jr z, %j
jr eq, %j|r3k|jr z, %j
jr eq, %j|r4k|jr z, %j
jr eq, %j|r5k|jr z, %j
jr eq, %j|r6k|jr z, %j
jr eq, %j|r800|jr z, %j
jr eq, %j|z180|jr z, %j
jr eq, %j|z80|jr z, %j
jr eq, %j|z80n|jr z, %j
jr geu, %j|8080|jnc %j
jr geu, %j|8085|jnc %j
jr geu, %j|ez80|jr nc, %j
jr geu, %j|ez80_z80|jr nc, %j
jr geu, %j|gbz80|jr nc, %j
jr geu, %j|kc160|jr nc, %j
jr geu, %j|kc160_z80|jr nc, %j
jr geu, %j|r2ka|jr nc, %j
jr geu, %j|r3k|jr nc, %j
jr geu, %j|r4k|jr nc, %j
jr geu, %j|r5k|jr nc, %j
jr geu, %j|r6k|jr nc, %j
jr geu, %j|r800|jr nc, %j
jr geu, %j|z180|jr nc, %j
jr geu, %j|z80|jr nc, %j
jr geu, %j|z80n|jr nc, %j
jr gtu, %j|8080|jz %t;jnc %j;%t:
jr gtu, %j|8085|jz %t;jnc %j;%t:
jr gtu, %j|ez80|jr z, %t;jr nc, %j;%t:
jr gtu, %j|ez80_z80|jr z, %t;jr nc, %j;%t:
jr gtu, %j|gbz80|jr z, %t;jr nc, %j;%t:
jr gtu, %j|kc160|jr z, %t;jr nc, %j;%t:
jr gtu, %j|kc160_z80|jr z, %t;jr nc, %j;%t:
jr gtu, %j|r2ka|jr z, %t;jr nc, %j;%t:
jr gtu, %j|r3k|jr z, %t;jr nc, %j;%t:
jr gtu, %j|r800|jr z, %t;jr nc, %j;%t:
jr gtu, %j|z180|jr z, %t;jr nc, %j;%t:
jr gtu, %j|z80|jr z, %t;jr nc, %j;%t:
jr gtu, %j|z80n|jr z, %t;jr nc, %j;%t:
jr leu, %j|8080|jz %j;jc %j
jr leu, %j|8085|jz %j;jc %j
jr leu, %j|ez80|jr z, %j;jr c, %j
jr leu, %j|ez80_z80|jr z, %j;jr c, %j
jr leu, %j|gbz80|jr z, %j;jr c, %j
jr leu, %j|kc160|jr z, %j;jr c, %j
jr leu, %j|kc160_z80|jr z, %j;jr c, %j
jr leu, %j|r2ka|jr z, %j;jr c, %j
jr leu, %j|r3k|jr z, %j;jr c, %j
jr leu, %j|r4k|jr z, %j;jr c, %j
jr leu, %j|r5k|jr z, %j;jr c, %j
jr leu, %j|r6k|jr z, %j;jr c, %j
jr leu, %j|r800|jr z, %j;jr c, %j
jr leu, %j|z180|jr z, %j;jr c, %j
jr leu, %j|z80|jr z, %j;jr c, %j
jr leu, %j|z80n|jr z, %j;jr c, %j
jr ltu, %j|8080|jc %j
jr ltu, %j|8085|jc %j
jr ltu, %j|ez80|jr c, %j
jr ltu, %j|ez80_z80|jr c, %j
jr ltu, %j|gbz80|jr c, %j
jr ltu, %j|kc160|jr c, %j
jr ltu, %j|kc160_z80|jr c, %j
jr ltu, %j|r2ka|jr c, %j
jr ltu, %j|r3k|jr c, %j
jr ltu, %j|r4k|jr c, %j
jr ltu, %j|r5k|jr c, %j
jr ltu, %j|r6k|jr c, %j
jr ltu, %j|r800|jr c, %j
jr ltu, %j|z180|jr c, %j
jr ltu, %j|z80|jr c, %j
jr ltu, %j|z80n|jr c, %j
jr nc, %j|8080|jnc %j
jr nc, %j|8085|jnc %j
jr ne, %j|8080|jnz %j
jr ne, %j|8085|jnz %j
jr ne, %j|ez80|jr nz, %j
jr ne, %j|ez80_z80|jr nz, %j
jr ne, %j|gbz80|jr nz, %j
jr ne, %j|kc160|jr nz, %j
jr ne, %j|kc160_z80|jr nz, %j
jr ne, %j|r2ka|jr nz, %j
jr ne, %j|r3k|jr nz, %j
